#,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,SEASON,LEAGUE
34,Toney Douglas,NOP,1,0,0,0,0,0,0,23,1,0.14300000000000002,2.5,1.1,0.2,22,39,0.361,1.6,0.8,2.4,2016,NBA
35,Jason Smith,ORL,1,0,0,0,0,0,0,25,1,0.10099999999999999,1.1,0.6,0.1,33,43,0.434,0.4,1.4,1.7,2016,NBA
36,Spencer Hawes,CHA,1,0,0,0,0,0,0,18,4,0.111,1.9,0.4,0.2,30,27,0.526,0.5,1.4,1.9,2016,NBA
37,Ty Lawson,IND,1,0,0,0,0,0,0,18,0,0.153,2.5,0.6,0.2,31,35,0.47,0.2,0.5,0.7,2016,NBA
38,Kyle O'Quinn,NYK,1,0,0,0,0,0,0,19,1,0.084,1.2,0.3,0.2,26,39,0.4,0.4,1.2,1.6,2016,NBA
39,Jonas Jerebko,BOS,1,0,0,0,0,0,0,17,1,0.059000000000000004,1.2,0.4,0.3,47,31,0.603,0.9,1.5,2.4,2016,NBA
40,Marreese Speights,GSW,1,0,0,0,0,0,0,25,2,0.084,1.0,0.3,0.2,64,8,0.889,0.6,1.2,1.8,2016,NBA
41,T.J. Warren,PHX,1,0,0,0,0,0,0,29,0,0.15,1.4,1.2,0.1,14,33,0.298,1.7,0.6,2.3,2016,NBA
42,Joakim Noah,CHI,1,0,0,0,0,0,0,21,1,0.149,2.1,0.3,0.3,15,14,0.517,-0.1,1.3,1.2,2016,NBA
43,Iman Shumpert,CLE,1,0,0,0,0,1,0,23,2,0.098,1.6,0.9,0.2,39,15,0.722,-0.1,1.7,1.6,2016,NBA
44,Dewayne Dedmon,ORL,1,0,0,0,0,0,0,18,1,0.049,0.4,0.7,0.4,21,37,0.36200000000000004,1.2,1.0,2.3,2016,NBA
45,Brandon Jennings,ORL,1,0,0,0,0,0,0,22,0,0.147,3.0,0.5,0.3,20,28,0.41700000000000004,0.8,0.5,1.3,2016,NBA
46,Kris Humphries,ATL,1,0,0,0,0,0,0,23,0,0.079,1.0,0.4,0.3,29,24,0.547,0.5,1.1,1.7,2016,NBA
47,Solomon Hill,IND,1,0,0,0,0,0,0,25,1,0.065,1.7,1.1,0.2,31,28,0.525,0.8,1.1,2.0,2016,NBA
48,Archie Goodwin,PHX,1,0,0,0,0,0,0,26,2,0.141,1.2,0.3,0.5,14,43,0.24600000000000002,-0.3,0.3,-0.0,2016,NBA
49,Markel Brown,BRK,1,0,0,0,0,1,0,23,2,0.09300000000000001,1.7,0.7,0.3,12,50,0.19399999999999998,0.1,0.3,0.4,2016,NBA
50,Tony Snell,CHI,1,0,0,0,0,0,0,22,0,0.077,1.2,0.3,0.1,33,31,0.516,-0.5,1.0,0.5,2016,NBA
51,Tyler Zeller,BOS,1,0,0,0,0,0,0,26,0,0.07,0.6,0.2,0.4,38,22,0.633,0.8,0.9,1.8,2016,NBA
52,Luke Babbitt,NOP,1,0,0,0,0,0,0,23,2,0.095,2.3,0.5,0.2,16,31,0.34,0.9,0.2,1.0,2016,NBA
53,P.J. Hairston,MEM,1,0,0,0,0,0,0,21,4,0.076,0.9,0.8,0.2,31,35,0.47,-0.6,1.0,0.5,2016,NBA
54,Justin Anderson,DAL,1,0,0,0,0,0,0,19,1,0.049,1.2,0.8,0.3,28,27,0.509,0.3,0.9,1.1,2016,NBA
55,Seth Curry,SAC,1,0,0,0,0,0,0,21,0,0.096,1.9,0.6,0.2,17,27,0.386,1.2,0.1,1.3,2016,NBA
56,JaVale McGee,DAL,1,0,0,0,0,0,0,13,0,0.064,0.1,0.2,0.3,15,19,0.441,0.6,0.5,1.1,2016,NBA
57,Beno Udrih,MIA,1,0,0,0,0,0,0,14,0,0.125,2.1,0.3,0.1,26,18,0.591,-0.2,0.6,0.4,2016,NBA
58,Michael Beasley,HOU,1,0,0,0,0,0,0,30,0,0.151,0.7,0.5,0.2,10,10,0.5,0.8,0.4,1.2,2016,NBA
59,Josh McRoberts,MIA,1,0,0,0,0,0,0,19,0,0.084,2.7,0.6,0.3,27,15,0.643,0.1,0.8,0.8,2016,NBA
60,Tyler Hansbrough,CHA,1,0,0,0,0,0,0,12,0,0.024,0.7,1.0,0.9,28,16,0.636,0.5,0.4,1.0,2016,NBA
61,Jordan Hamilton,NOP,1,0,0,0,0,0,0,15,0,0.17600000000000002,1.5,0.5,0.2,4,7,0.364,0.0,0.1,0.1,2016,NBA
62,Elton Brand,PHI,1,0,0,0,0,0,0,13,1,0.079,1.7,0.8,0.1,2,15,0.11800000000000001,-0.1,0.3,0.2,2016,NBA
63,Alan Williams,PHX,1,0,0,0,0,0,0,14,0,0.04,0.9,0.7,0.6,3,7,0.3,0.1,0.2,0.2,2016,NBA
64,Alex Stepheson,MEM,1,0,0,0,0,0,0,12,0,0.036000000000000004,0.0,0.0,0.4,2,6,0.25,0.0,0.1,0.1,2016,NBA
65,C.J. McCollum,POR,2,0,0,0,0,2,0,37,1,0.318,1.7,0.5,0.2,44,36,0.55,4.4,1.6,6.0,2016,NBA
66,Dwyane Wade,MIA,2,0,0,0,0,1,0,32,4,0.312,1.7,0.4,0.3,43,31,0.581,2.2,2.5,4.7,2016,NBA
67,Dennis Schroder,ATL,2,0,0,0,0,0,0,25,2,0.22,1.9,0.4,0.2,47,33,0.588,-0.1,2.3,2.2,2016,NBA
68,J.J. Barea,DAL,2,0,0,0,0,0,0,32,4,0.223,2.6,0.2,0.1,38,36,0.514,2.0,0.7,2.7,2016,NBA
69,Mirza Teletovic,PHX,2,0,0,0,0,0,0,30,3,0.14300000000000002,1.1,0.4,0.2,23,56,0.29100000000000004,3.0,0.9,3.9,2016,NBA
70,Kobe Bryant,LAL,2,0,1,0,0,0,0,60,1,0.249,1.4,0.5,0.3,13,53,0.19699999999999998,-0.7,0.3,-0.4,2016,NBA
71,Markieff Morris,WAS,2,0,0,0,0,0,0,30,11,0.174,0.9,0.4,0.2,22,42,0.344,-1.0,1.8,0.8,2016,NBA
72,Timofey Mozgov,CLE,2,0,0,0,0,0,0,17,0,0.08,0.5,0.3,0.3,52,24,0.684,1.7,1.9,3.6,2016,NBA
73,Darrell Arthur,DEN,2,0,0,0,0,0,0,24,3,0.121,1.5,0.8,0.1,26,44,0.371,0.9,1.3,2.2,2016,NBA
74,Marcus Smart,BOS,2,1,0,0,0,2,0,26,6,0.153,2.4,1.2,0.3,36,25,0.59,0.6,2.1,2.7,2016,NBA
75,Trey Lyles,UTA,2,0,0,0,0,1,0,22,0,0.087,0.9,0.4,0.2,38,42,0.475,0.5,1.6,2.1,2016,NBA
76,Omer Asik,NOP,2,0,0,0,0,0,0,24,0,0.049,0.4,0.4,0.6,29,39,0.426,0.8,1.0,1.8,2016,NBA
77,D.J. Augustin,DEN,2,0,0,0,0,0,0,26,1,0.139,2.4,0.5,0.4,35,27,0.565,2.0,0.6,2.7,2016,NBA
78,Amar'e Stoudemire,MIA,2,0,0,0,0,0,1,16,5,0.07400000000000001,0.6,0.4,0.3,30,22,0.5770000000000001,1.1,1.0,2.1,2016,NBA
79,Norris Cole,NOP,2,0,0,0,0,0,0,26,0,0.20800000000000002,2.2,0.5,0.1,20,25,0.444,-0.6,0.8,0.2,2016,NBA
80,Jeff Withey,UTA,2,0,0,0,0,0,0,13,0,0.057999999999999996,0.7,0.7,0.4,25,26,0.49,1.0,1.2,2.3,2016,NBA
81,Tim Frazier,NOP,2,0,0,0,0,0,0,20,1,0.132,2.5,0.5,0.3,25,26,0.49,0.5,0.6,1.1,2016,NBA
82,Rondae Hollis-Jefferson,BRK,2,0,0,0,0,2,0,14,0,0.095,1.7,1.5,0.4,7,22,0.24100000000000002,0.5,0.9,1.3,2016,NBA
83,J.J. Hickson,WAS,2,0,0,0,0,0,0,19,1,0.077,0.9,0.6,0.7,17,18,0.486,0.3,0.6,0.9,2016,NBA
84,Michael Kidd-Gilchrist,CHA,2,0,0,0,0,0,0,20,0,0.162,1.1,0.4,0.5,5,2,0.7140000000000001,0.4,0.3,0.7,2016,NBA
85,Drew Gooden,WAS,2,0,0,0,0,0,0,11,0,0.039,1.0,0.6,0.1,18,12,0.6,-0.4,0.4,-0.0,2016,NBA
86,Kemba Walker,CHA,3,0,2,0,0,1,0,52,6,0.33,2.5,0.7,0.3,47,34,0.58,6.3,3.6,9.9,2016,NBA
87,DeMar DeRozan,TOR,3,0,0,0,0,1,0,38,6,0.326,1.7,0.4,0.5,53,25,0.679,7.3,2.3,9.6,2016,NBA
88,Victor Oladipo,ORL,3,1,1,0,0,4,0,45,1,0.24600000000000002,1.8,0.8,0.3,32,40,0.444,2.3,2.6,4.9,2016,NBA
89,Joe Johnson,MIA,3,0,0,0,0,0,0,28,1,0.22,2.0,0.4,0.2,31,50,0.38299999999999995,2.0,0.8,2.8,2016,NBA
90,Tony Parker,SAS,3,0,0,0,0,0,0,31,1,0.254,2.8,0.4,0.2,59,13,0.8190000000000001,2.8,2.9,5.7,2016,NBA
91,Danilo Gallinari,DEN,3,0,0,0,0,0,0,33,1,0.217,1.8,0.5,0.6,22,31,0.415,5.4,1.1,6.6,2016,NBA
92,Chandler Parsons,DAL,3,0,0,0,0,0,0,31,2,0.215,1.8,0.5,0.2,29,32,0.475,2.6,1.6,4.1,2016,NBA
93,Raymond Felton,DAL,3,1,0,0,0,0,0,23,3,0.188,2.3,0.6,0.3,40,40,0.5,0.9,1.7,2.6,2016,NBA
94,Jerami Grant,PHI,3,0,0,0,0,0,4,21,2,0.139,1.3,0.5,0.5,9,68,0.11699999999999999,0.6,1.7,2.3,2016,NBA
95,Ramon Sessions,WAS,3,0,0,0,0,0,0,23,1,0.16,2.1,0.4,0.5,41,41,0.5,2.6,1.2,3.8,2016,NBA
96,Roy Hibbert,LAL,3,0,0,0,0,0,1,18,3,0.09699999999999999,1.2,0.4,0.4,17,64,0.21,1.1,1.0,2.1,2016,NBA
97,Luis Scola,TOR,3,0,0,0,0,0,0,22,0,0.12,0.9,0.7,0.1,50,26,0.6579999999999999,1.4,1.9,3.2,2016,NBA
98,Willie Cauley-Stein,SAC,3,0,0,0,0,0,0,26,0,0.086,0.8,1.1,0.4,26,40,0.39399999999999996,2.5,1.2,3.7,2016,NBA
99,Donald Sloan,BRK,3,0,0,0,0,0,0,19,0,0.18100000000000002,3.3,0.4,0.3,13,48,0.213,1.6,-0.0,1.6,2016,NBA
100,Devin Booker,PHX,3,0,0,0,0,0,0,35,4,0.201,1.3,0.3,0.3,20,56,0.263,1.4,0.4,1.8,2016,NBA
101,Eric Bledsoe,PHX,3,0,0,0,0,0,0,33,2,0.344,1.8,0.6,0.3,12,19,0.387,1.8,1.3,3.0,2016,NBA
102,Cole Aldrich,LAC,3,0,0,0,0,1,0,21,0,0.079,0.8,0.7,0.4,41,19,0.6829999999999999,1.5,2.1,3.6,2016,NBA
103,"Larry Nance, Jr.",LAL,3,0,0,0,0,1,0,17,1,0.091,1.1,1.3,0.2,14,49,0.222,1.3,1.0,2.3,2016,NBA
104,John Henson,MIL,3,0,0,0,0,0,4,22,5,0.1,0.8,0.3,0.4,22,35,0.386,1.1,1.0,2.2,2016,NBA
105,Dwight Powell,DAL,3,0,0,0,0,0,0,16,0,0.075,1.1,0.9,0.5,35,34,0.507,1.8,1.3,3.1,2016,NBA
106,Stanley Johnson,DET,3,0,0,0,0,0,0,22,3,0.124,1.0,0.5,0.2,37,36,0.507,-1.3,1.9,0.6,2016,NBA
107,Shelvin Mack,UTA,3,0,0,0,0,0,0,27,1,0.187,1.9,0.4,0.1,27,25,0.519,-0.1,1.2,1.1,2016,NBA
108,Boban Marjanovic,SAS,3,0,0,0,0,0,0,22,1,0.057,0.7,0.4,0.7,47,7,0.87,2.3,1.2,3.5,2016,NBA
109,Nemanja Bjelica,MIN,3,0,0,0,0,0,0,18,0,0.085,1.8,0.5,0.2,20,40,0.33299999999999996,1.3,0.6,2.0,2016,NBA
110,Salah Mejri,DAL,3,0,0,0,0,0,1,17,2,0.046,0.4,0.3,0.6,16,18,0.47100000000000003,0.6,0.5,1.2,2016,NBA
111,Gordon Hayward,UTA,4,0,0,0,0,0,0,36,1,0.284,1.4,0.4,0.4,38,42,0.475,5.2,3.1,8.3,2016,NBA
112,Jeff Teague,ATL,4,0,0,0,0,0,0,32,0,0.295,2.2,0.5,0.3,47,32,0.595,2.9,2.9,5.9,2016,NBA
113,Evan Turner,BOS,4,0,0,0,0,1,0,21,5,0.221,2.2,0.5,0.2,47,34,0.58,1.2,2.9,4.1,2016,NBA
114,Marcus Morris,DET,4,0,0,0,0,1,0,31,12,0.20199999999999999,1.4,0.5,0.3,42,38,0.525,2.9,2.4,5.3,2016,NBA
115,Mike Conley,MEM,4,0,0,0,0,0,0,27,0,0.31,4.0,0.8,0.3,33,23,0.589,4.0,1.5,5.4,2016,NBA
116,Darren Collison,SAC,4,0,0,0,0,0,0,27,1,0.233,2.6,0.6,0.3,29,45,0.392,4.7,0.6,5.2,2016,NBA
117,Deron Williams,DAL,4,0,0,0,0,0,0,31,2,0.287,2.5,0.4,0.3,31,34,0.47700000000000004,2.1,1.4,3.5,2016,NBA
118,Trevor Booker,UTA,4,0,0,0,0,0,0,17,3,0.096,1.0,0.7,0.3,39,40,0.494,1.7,2.5,4.2,2016,NBA
119,Ersan Ilyasova,ORL,4,0,0,0,0,0,0,23,0,0.121,1.0,0.7,0.2,35,39,0.473,2.4,1.8,4.3,2016,NBA
120,Brandon Knight,PHX,4,1,0,0,0,1,0,38,0,0.322,1.5,0.4,0.2,16,36,0.308,0.9,1.1,2.0,2016,NBA
121,Derrick Williams,NYK,4,0,0,0,0,0,0,31,0,0.111,1.2,0.5,0.5,32,48,0.4,2.4,1.2,3.5,2016,NBA
122,Lavoy Allen,IND,4,0,0,0,0,0,0,15,0,0.08800000000000001,1.1,0.4,0.2,43,36,0.544,1.6,2.0,3.6,2016,NBA
123,Emmanuel Mudiay,DEN,4,0,0,0,0,0,0,30,0,0.27399999999999997,1.7,0.3,0.2,29,39,0.426,-3.4,1.2,-2.2,2016,NBA
124,Myles Turner,IND,4,0,0,0,0,0,2,31,0,0.133,0.6,0.4,0.2,32,28,0.5329999999999999,0.8,2.2,3.0,2016,NBA
125,Maurice Harkless,POR,4,0,0,0,0,0,0,20,1,0.087,1.1,0.8,0.3,40,38,0.513,1.6,1.2,2.8,2016,NBA
126,David Lee,DAL,4,0,0,0,0,0,0,20,1,0.124,1.3,0.3,0.3,27,28,0.491,1.6,1.4,3.0,2016,NBA
127,Meyers Leonard,POR,4,0,0,0,0,0,0,23,2,0.121,1.2,0.1,0.1,33,28,0.541,1.2,0.9,2.2,2016,NBA
128,Alexis Ajinca,NOP,4,0,0,0,0,1,0,28,3,0.08,0.6,0.4,0.2,20,39,0.33899999999999997,0.2,0.9,1.1,2016,NBA
129,Jusuf Nurkic,DEN,4,0,0,0,0,1,1,21,4,0.11800000000000001,0.7,0.4,0.4,14,18,0.43799999999999994,-0.5,0.9,0.3,2016,NBA
130,Goran Dragic,MIA,5,0,0,0,0,0,0,26,3,0.3,2.2,0.4,0.2,44,28,0.611,2.4,2.2,4.6,2016,NBA
131,Jae Crowder,BOS,5,0,0,0,0,4,0,27,5,0.172,1.7,1.6,0.3,43,30,0.589,3.8,3.5,7.3,2016,NBA
132,Jrue Holiday,NOP,5,0,0,0,0,1,0,38,1,0.32,2.4,0.5,0.2,27,38,0.415,2.3,1.3,3.6,2016,NBA
133,Otto Porter,WAS,5,0,0,0,0,1,0,28,0,0.156,1.8,1.5,0.2,36,39,0.48,3.0,2.6,5.6,2016,NBA
134,Andrew Bogut,GSW,5,0,0,0,0,0,3,19,1,0.113,2.0,0.4,0.2,62,8,0.8859999999999999,2.7,2.7,5.3,2016,NBA
135,Cody Zeller,CHA,5,0,0,0,0,1,2,23,0,0.111,1.0,0.8,0.5,42,31,0.575,3.6,2.6,6.2,2016,NBA
136,Nikola Mirotic,CHI,5,0,0,0,0,1,0,35,1,0.138,1.0,0.6,0.3,37,29,0.561,1.8,2.3,4.1,2016,NBA
137,Kosta Koufos,SAC,5,0,0,0,0,0,0,19,5,0.086,0.7,0.9,0.2,32,46,0.41,2.1,1.3,3.5,2016,NBA
138,Joffrey Lauvergne,DEN,5,0,0,0,0,0,0,22,2,0.11199999999999999,1.0,0.2,0.2,24,35,0.40700000000000003,1.6,0.5,2.2,2016,NBA
139,Will Barton,DEN,6,0,0,0,0,0,0,32,3,0.203,1.5,0.5,0.3,33,49,0.402,2.4,1.8,4.2,2016,NBA
140,Steven Adams,OKC,6,0,0,0,0,0,1,17,2,0.098,0.7,0.5,0.5,54,26,0.675,4.2,2.2,6.4,2016,NBA
141,Jabari Parker,MIL,6,0,0,0,0,0,0,36,0,0.195,1.1,0.6,0.3,32,44,0.42100000000000004,2.3,1.3,3.7,2016,NBA
142,Omri Casspi,SAC,6,0,0,0,0,1,0,36,4,0.14300000000000002,1.1,0.6,0.3,27,42,0.391,2.2,1.5,3.7,2016,NBA
143,Michael Carter-Williams,MIL,6,0,0,0,0,2,0,24,3,0.258,1.8,0.5,0.3,21,33,0.389,-0.4,1.6,1.1,2016,NBA
144,Bobby Portis,CHI,6,0,0,0,0,0,0,20,1,0.098,1.0,0.5,0.2,29,33,0.46799999999999997,0.3,0.9,1.2,2016,NBA
145,Jarrett Jack,BRK,6,0,0,0,0,0,0,28,4,0.306,2.5,0.4,0.3,10,22,0.312,0.5,0.8,1.3,2016,NBA
146,Festus Ezeli,GSW,6,0,0,0,0,0,1,16,1,0.08,0.9,0.5,0.6,42,4,0.9129999999999999,1.5,1.4,2.9,2016,NBA
147,Tyreke Evans,NOP,6,0,0,0,0,0,0,27,2,0.313,2.2,0.4,0.3,11,14,0.44,0.9,0.7,1.6,2016,NBA
148,Isaiah Thomas,BOS,7,0,0,0,0,0,0,38,15,0.342,2.4,0.4,0.4,48,34,0.585,7.4,2.5,9.8,2016,NBA
149,Rudy Gay,SAC,7,0,0,0,0,2,1,36,1,0.20800000000000002,0.9,0.7,0.3,29,41,0.414,2.0,2.0,3.9,2016,NBA
150,Taj Gibson,CHI,7,0,0,0,0,0,1,18,4,0.131,1.4,0.6,0.3,37,36,0.507,3.1,2.2,5.3,2016,NBA
151,P.J. Tucker,PHX,7,0,0,0,0,2,0,24,4,0.136,1.6,1.0,0.2,23,59,0.28,1.6,1.8,3.4,2016,NBA
152,Matt Barnes,MEM,7,1,0,0,0,0,0,26,8,0.153,1.3,0.6,0.2,38,38,0.5,0.3,2.2,2.4,2016,NBA
153,Robert Covington,PHI,7,0,0,0,0,4,0,30,1,0.152,0.7,0.8,0.2,10,57,0.149,0.0,2.1,2.1,2016,NBA
154,JaMychal Green,MEM,7,0,0,0,0,0,0,21,5,0.10400000000000001,0.8,0.5,0.3,39,39,0.5,1.1,1.4,2.5,2016,NBA
155,Al Jefferson,CHA,7,0,0,0,0,0,1,31,0,0.177,2.1,0.9,0.2,33,14,0.7020000000000001,1.1,1.9,3.0,2016,NBA
156,Al-Farouq Aminu,POR,8,0,0,0,0,0,0,28,4,0.138,1.2,0.6,0.2,44,38,0.537,1.7,2.2,3.9,2016,NBA
157,Amir Johnson,BOS,8,0,0,0,0,0,0,18,2,0.125,1.5,0.6,0.3,45,34,0.57,3.1,2.8,5.9,2016,NBA
158,Ryan Anderson,NOP,8,0,0,0,0,0,0,36,4,0.184,0.8,0.4,0.2,24,42,0.364,3.2,0.8,4.0,2016,NBA
159,Thomas Robinson,BRK,8,0,0,0,0,1,0,23,1,0.066,0.7,0.6,0.4,16,55,0.225,-0.5,1.1,0.6,2016,NBA
160,Reggie Jackson,DET,9,0,1,0,0,0,0,40,5,0.344,2.2,0.3,0.3,43,36,0.544,4.9,1.9,6.8,2016,NBA
161,Ed Davis,POR,9,0,0,0,0,0,1,17,2,0.094,1.4,0.9,0.6,43,38,0.531,4.4,2.2,6.6,2016,NBA
162,Serge Ibaka,OKC,9,0,0,1,0,0,5,25,6,0.15,0.6,0.4,0.1,54,24,0.6920000000000001,2.5,2.6,5.2,2016,NBA
163,Bismack Biyombo,TOR,9,0,0,2,0,0,4,16,3,0.062,0.4,0.3,0.8,56,26,0.6829999999999999,2.7,3.1,5.8,2016,NBA
164,Ian Mahinmi,IND,9,0,0,0,0,0,0,19,1,0.13699999999999998,1.0,0.7,0.5,41,30,0.5770000000000001,2.9,3.4,6.3,2016,NBA
165,Marc Gasol,MEM,9,1,0,0,0,1,1,38,4,0.27899999999999997,1.6,0.4,0.3,30,22,0.5770000000000001,1.5,2.3,3.9,2016,NBA
166,Jordan Hill,IND,9,0,0,0,0,0,1,20,0,0.131,1.0,0.4,0.2,40,33,0.5479999999999999,1.7,2.2,3.9,2016,NBA
167,Jimmy Butler,CHI,10,2,3,0,0,1,0,53,3,0.307,2.4,0.8,0.5,37,30,0.552,6.7,2.8,9.5,2016,NBA
168,Dirk Nowitzki,DAL,10,0,1,0,0,0,0,40,6,0.226,1.5,0.6,0.3,38,37,0.507,4.2,2.6,6.8,2016,NBA
169,Marvin Williams,CHA,10,0,0,0,0,0,0,27,0,0.149,1.8,0.9,0.2,47,34,0.58,4.7,3.1,7.8,2016,NBA
170,Clint Capela,HOU,10,0,0,0,0,0,0,18,0,0.096,0.8,1.0,0.5,39,38,0.506,2.5,2.0,4.4,2016,NBA
171,Jon Leuer,PHX,10,0,0,0,0,0,0,22,0,0.11699999999999999,1.0,0.5,0.2,22,45,0.32799999999999996,1.4,1.3,2.7,2016,NBA
172,Nicolas Batum,CHA,11,2,0,0,0,0,0,33,3,0.299,2.0,0.3,0.2,41,29,0.586,2.1,2.9,5.0,2016,NBA
173,Tim Duncan,SAS,11,0,0,0,0,0,1,21,1,0.155,1.8,0.5,0.3,50,11,0.82,1.5,3.6,5.1,2016,NBA
174,Jahlil Okafor,PHI,11,0,0,0,0,0,0,31,1,0.242,0.5,0.2,0.2,6,47,0.113,0.6,0.9,1.5,2016,NBA
175,Kyle Lowry,TOR,12,1,2,0,0,1,0,43,11,0.35700000000000004,2.1,0.7,0.4,54,23,0.701,7.8,3.7,11.5,2016,NBA
176,Kawhi Leonard,SAS,12,0,0,0,0,2,1,33,1,0.255,1.7,1.2,0.3,60,12,0.833,8.2,5.6,13.8,2016,NBA
177,Tobias Harris,DET,12,0,0,0,0,0,0,30,3,0.20199999999999999,1.5,0.6,0.3,37,39,0.48700000000000004,4.0,2.5,6.6,2016,NBA
178,Ish Smith,PHI,12,0,0,0,0,0,0,28,0,0.31,2.9,0.5,0.2,16,61,0.20800000000000002,0.0,1.0,1.0,2016,NBA
179,Aaron Gordon,ORL,12,0,0,0,0,1,0,22,1,0.13,1.9,0.9,0.3,32,46,0.41,3.2,2.1,5.3,2016,NBA
180,Luol Deng,MIA,13,0,0,0,0,1,0,30,2,0.16699999999999998,1.7,0.9,0.3,45,29,0.608,3.5,2.8,6.4,2016,NBA
181,Blake Griffin,LAC,13,0,1,0,0,0,0,40,7,0.35600000000000004,2.1,0.3,0.3,22,13,0.629,2.2,1.8,4.0,2016,NBA
182,Ricky Rubio,MIN,14,0,0,0,0,4,0,28,0,0.307,3.4,0.8,0.5,28,48,0.368,3.5,2.2,5.7,2016,NBA
183,Elfrid Payton,ORL,14,1,0,0,0,2,0,24,2,0.27,2.7,0.5,0.3,32,41,0.43799999999999994,0.6,1.8,2.4,2016,NBA
184,Stephen Curry,GSW,15,2,13,0,0,3,0,53,3,0.395,2.1,0.7,0.3,71,8,0.899,14.2,3.9,18.0,2016,NBA
185,Paul George,IND,15,0,3,0,0,4,0,48,7,0.301,1.3,0.6,0.4,44,37,0.5429999999999999,4.5,4.7,9.2,2016,NBA
186,Damian Lillard,POR,15,0,4,0,0,1,0,51,1,0.39,2.1,0.3,0.3,40,35,0.5329999999999999,7.8,1.3,9.2,2016,NBA
187,Gorgui Dieng,MIN,15,0,0,0,0,0,2,25,1,0.146,1.0,0.7,0.4,29,53,0.354,3.4,2.4,5.8,2016,NBA
188,Robin Lopez,NYK,15,0,0,1,0,0,3,26,11,0.156,0.8,0.1,0.2,32,50,0.39,3.6,2.0,5.7,2016,NBA
189,Mason Plumlee,POR,15,0,0,0,0,0,1,19,1,0.156,1.5,0.4,0.6,44,38,0.537,3.4,2.6,6.0,2016,NBA
190,Chris Bosh,MIA,15,0,0,0,0,0,0,31,3,0.25,1.6,0.4,0.3,29,24,0.547,3.9,2.5,6.4,2016,NBA
191,Nikola Jokic,DEN,16,0,0,0,0,1,0,27,2,0.165,1.8,0.8,0.3,31,49,0.38799999999999996,4.5,2.1,6.6,2016,NBA
192,Nerlens Noel,PHI,16,0,0,0,0,2,1,24,1,0.177,0.8,0.8,0.4,10,57,0.149,0.4,2.8,3.2,2016,NBA
193,Al Horford,ATL,17,0,0,0,0,0,1,33,1,0.25,2.5,0.6,0.1,48,34,0.585,5.0,4.4,9.4,2016,NBA
194,Zach Randolph,MEM,17,1,0,0,0,0,0,28,0,0.22899999999999998,1.3,0.4,0.2,37,31,0.544,2.8,1.5,4.3,2016,NBA
195,Derrick Favors,UTA,19,0,0,0,0,0,4,35,1,0.22899999999999998,0.9,0.7,0.3,30,32,0.484,3.6,3.4,7.0,2016,NBA
196,Alex Len,PHX,19,0,0,0,0,0,0,31,3,0.124,0.7,0.3,0.4,23,55,0.295,-0.3,1.8,1.5,2016,NBA
197,Rudy Gobert,UTA,20,0,0,0,0,1,7,18,5,0.13,0.8,0.4,0.8,33,28,0.541,2.5,4.1,6.6,2016,NBA
198,Tyson Chandler,PHX,20,0,0,2,0,0,0,21,7,0.102,0.7,0.4,0.5,18,48,0.273,2.2,1.5,3.7,2016,NBA
199,Giannis Antetokounmpo,MIL,21,5,0,0,0,0,1,34,5,0.27899999999999997,1.6,0.4,0.4,32,48,0.4,4.1,2.9,7.0,2016,NBA
200,Kristaps Porzingis,NYK,21,0,0,0,0,0,5,29,2,0.17600000000000002,0.8,0.4,0.3,28,44,0.389,1.4,2.7,4.1,2016,NBA
201,Kenneth Faried,DEN,21,0,0,1,0,0,0,28,6,0.16699999999999998,0.9,0.4,0.4,26,41,0.38799999999999996,4.0,1.5,5.5,2016,NBA
202,Carmelo Anthony,NYK,22,0,0,0,0,0,0,37,6,0.326,1.7,0.3,0.3,32,40,0.444,3.8,2.5,6.3,2016,NBA
203,Jonas Valanciunas,TOR,22,0,0,0,0,0,2,25,3,0.156,0.5,0.3,0.4,40,20,0.667,4.5,2.1,6.6,2016,NBA
204,James Harden,HOU,23,3,12,0,0,2,0,50,4,0.42700000000000005,1.7,0.4,0.5,41,41,0.5,10.9,2.5,13.3,2016,NBA
205,Tristan Thompson,CLE,23,0,0,0,0,0,0,19,1,0.09699999999999999,1.0,0.6,0.6,57,25,0.695,5.6,3.1,8.6,2016,NBA
206,Enes Kanter,OKC,25,0,0,1,0,0,0,33,2,0.133,0.3,0.2,0.3,55,27,0.6709999999999999,6.0,2.0,8.0,2016,NBA
207,Jared Sullinger,BOS,25,0,0,1,0,0,0,24,3,0.17,1.9,0.8,0.2,47,34,0.58,1.3,3.5,4.8,2016,NBA
208,LaMarcus Aldridge,SAS,26,0,0,0,0,0,3,36,0,0.218,1.1,0.4,0.3,61,13,0.8240000000000001,5.6,4.5,10.1,2016,NBA
209,Brook Lopez,BRK,26,0,0,0,0,0,5,36,2,0.265,0.8,0.3,0.3,21,52,0.28800000000000003,4.5,2.0,6.5,2016,NBA
210,Zaza Pachulia,DAL,26,0,0,1,0,1,0,18,9,0.122,1.1,0.5,0.6,40,36,0.526,3.3,2.8,6.1,2016,NBA
211,Kevin Durant,OKC,27,1,3,0,0,0,1,44,8,0.353,1.5,0.3,0.4,52,20,0.722,11.1,3.3,14.5,2016,NBA
